CustomerID,Age,FamilyMember,Region,Gender,EducationScore,EmploymentScore,IncomeGroup,Marital Status,DaysSinceFirstProduct,NumberofTransactions,CashTransactions,CardTransaction,ChequeTransaction,DaysSinceLastTransaction,DaystoNextRenewal,NumberPremiumPaid,PremiumAmt,AquisitionChannel,Carwonership,TwowheelerOwnership,MedicalBill,TotalPoliciesMatured,TotalPoliciesBought,AnnualPolicies,SemiAnnualPolicies,QuarterlyPolicies,MonthlyPolicies,SalesRepRating,Email_Response,Call_Respone,Message_Response,Complaintslogged,NumberofClaims,ClaimsPaid,ClaimsDenied,CarInsurance,TwoWheelerInsurance,CommercialInsurance,HealthInsurance,AccidentIsnurance,TravelInsurance,HomeInsurance,LifeInsurance
C4026,54,5,Region 10,Female,7,7,8,1,658,18,8,10,0,97,324,6,6490,Online,0,0,1,3,4,0,1,3,0,7,0,0,1,0,5,2,3,0,0,1,1,0,0,1,1
C4027,45,3,Region 6,Male,5,9,8,0,76,15,8,1,6,89,183,0,10598,Reseller,1,1,0,0,5,4,0,1,0,6,0,1,0,0,5,0,5,1,1,0,1,0,0,1,1
C4028,41,1,Region 4,Male,5,10,8,1,1522,20,9,7,4,230,248,8,10178,Online,1,1,0,0,2,0,2,0,0,8,0,1,0,2,4,4,0,0,0,0,1,1,0,0,0
C4029,41,5,Region 1,Male,7,5,6,1,176,17,4,5,8,275,89,2,14152,Direct,1,1,1,3,5,5,0,0,0,7,0,0,1,4,0,0,0,1,1,1,1,0,0,0,1
C4030,45,1,Region 2,Female,9,6,10,0,1311,14,9,2,3,149,157,25,14600,Reseller,1,1,0,0,7,7,0,0,0,6,0,1,1,4,1,0,1,0,1,1,1,1,1,1,1
C4031,30,2,Region 6,Male,10,5,7,1,1463,15,3,6,6,12,218,12,10998,Direct,1,1,1,3,4,3,0,0,1,8,1,1,1,3,0,0,0,1,0,1,0,0,1,1,0
C4032,30,1,Region 2,Female,5,10,5,0,1339,7,0,7,0,355,341,22,10487,Direct,1,1,1,1,6,0,6,0,0,7,1,1,1,2,0,0,0,1,0,1,1,1,1,0,1
C4033,62,2,Region 5,Male,7,5,8,0,1659,9,8,0,1,34,114,22,12282,Online,1,0,1,5,5,3,2,0,0,6,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0
C4034,64,2,Region 2,Female,10,10,9,1,1684,27,10,10,7,295,353,8,11943,Online,1,1,0,1,2,1,1,0,0,10,0,1,1,2,5,2,3,0,0,1,0,0,0,1,0
C4035,51,5,Region 3,Male,9,7,9,0,1466,5,1,4,0,174,104,12,7075,Direct,1,0,1,0,3,2,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
C4036,32,4,Region 1,Female,7,8,6,1,436,16,0,7,9,83,92,5,14137,Online,1,1,1,0,6,3,2,0,1,8,1,0,0,0,3,2,1,0,1,1,1,1,0,1,1
C4037,61,3,Region 7,Female,6,10,10,1,1637,13,10,1,2,49,347,12,14689,Reseller,1,1,1,2,5,2,1,0,2,6,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0
C4038,29,5,Region 10,Female,8,9,5,0,486,11,10,1,0,356,80,7,5163,Reseller,1,1,1,6,6,4,2,0,0,5,1,1,0,4,3,2,1,1,1,1,0,0,1,1,1
C4039,48,4,Region 6,Male,10,9,6,1,1759,14,5,7,2,69,292,19,12966,Online,1,1,1,4,4,4,0,0,0,9,1,1,0,0,5,3,2,1,0,0,1,1,0,0,1
C4040,65,6,Region 5,Female,9,8,6,1,1016,20,8,7,5,333,341,11,13459,Reseller,1,1,0,3,4,4,0,0,0,8,0,1,1,0,5,4,1,0,1,1,1,0,0,0,1
C4041,62,3,Region 8,Female,8,7,10,0,36,7,2,5,0,290,262,0,6454,Direct,0,0,0,0,0,0,0,0,0,6,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0
C4042,56,2,Region 6,Male,9,7,10,1,1507,19,8,6,5,170,154,20,13329,Online,0,1,0,5,5,0,5,0,0,6,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
C4043,35,5,Region 2,Female,10,5,10,0,682,5,1,1,3,280,134,5,14268,Online,1,1,1,1,3,0,3,0,0,5,0,1,0,5,2,2,0,0,1,1,1,0,0,0,0
C4044,32,6,Region 10,Male,10,10,5,1,1481,14,7,5,2,167,92,20,14515,Reseller,0,1,0,5,5,2,3,0,0,5,1,1,1,4,4,1,3,0,1,1,0,0,1,1,1
C4045,64,6,Region 5,Male,5,10,9,1,1730,17,4,10,3,16,355,12,7540,Direct,1,1,0,1,4,1,1,1,1,6,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0
C4046,26,3,Region 9,Male,10,10,7,0,838,14,9,3,2,347,337,6,9640,Direct,1,1,0,3,3,1,1,1,0,7,1,0,0,2,4,3,1,1,0,1,1,0,0,0,0
C4047,61,6,Region 4,Male,6,6,9,0,956,21,5,7,9,213,147,9,13212,Online,1,1,0,3,5,0,3,1,1,9,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0
C4048,29,6,Region 5,Female,7,8,8,1,1483,7,5,0,2,304,182,20,11001,Online,1,1,1,3,5,4,0,1,0,5,1,1,1,4,0,0,0,1,0,0,1,1,0,1,1
C4049,43,2,Region 10,Female,6,10,6,1,1545,23,6,10,7,175,173,4,9162,Online,0,1,1,0,2,0,1,0,1,7,1,0,0,0,5,3,2,0,0,0,1,0,0,1,0
C4050,25,2,Region 9,Female,6,6,5,0,1362,21,2,9,10,95,342,11,6380,Direct,0,1,1,2,3,3,0,0,0,10,0,1,0,3,1,0,1,0,1,0,0,1,0,0,1
C4051,48,6,Region 7,Male,6,5,10,0,1415,18,9,8,1,277,148,15,11447,Direct,1,1,1,2,4,4,0,0,0,6,1,1,0,5,5,0,5,0,1,1,0,0,0,1,1
C4052,57,5,Region 7,Female,5,10,8,0,1815,17,6,8,3,37,147,18,5596,Reseller,1,0,1,4,4,3,0,1,0,6,1,1,0,2,5,0,5,1,0,0,0,1,0,1,1
C4053,30,6,Region 4,Female,6,7,9,1,574,21,3,8,10,235,228,6,12739,Reseller,1,1,0,0,4,4,0,0,0,5,1,0,0,3,4,4,0,1,0,1,0,0,1,1,0
C4054,54,1,Region 3,Female,6,6,10,1,805,23,6,9,8,238,26,6,11816,Reseller,1,1,1,1,3,2,1,0,0,9,1,0,0,5,3,3,0,1,0,1,0,1,0,0,0
C4055,46,1,Region 8,Male,8,7,10,0,1224,7,1,0,6,24,150,13,10750,Reseller,1,1,0,0,4,3,1,0,0,7,1,0,0,3,2,2,0,0,1,1,0,1,1,0,0
C4056,36,3,Region 5,Male,10,6,5,0,645,15,9,6,0,313,182,4,5552,Reseller,1,1,0,4,5,2,1,0,2,9,1,0,1,0,4,3,1,1,1,0,0,1,1,1,0
C4057,42,3,Region 7,Female,9,9,10,1,687,22,7,5,10,302,23,3,13357,Direct,1,1,0,4,4,1,1,1,1,10,0,0,1,0,2,0,2,0,0,1,1,1,0,1,0
C4058,31,1,Region 3,Female,6,6,10,0,251,6,4,1,1,219,21,0,14666,Reseller,0,0,0,1,1,0,0,0,1,7,0,0,0,2,5,1,4,0,0,0,1,0,0,0,0
C4059,44,1,Region 7,Male,5,9,5,1,1230,19,5,8,6,338,160,10,6105,Direct,1,1,0,2,3,3,0,0,0,5,1,0,1,5,4,1,3,1,1,0,0,1,0,0,0
C4060,37,3,Region 8,Female,9,6,5,1,649,9,4,5,0,180,255,8,13923,Online,1,0,1,5,6,3,2,0,1,10,0,0,0,4,3,2,1,1,0,1,1,1,1,0,1
C4061,34,4,Region 5,Female,9,8,8,1,633,15,10,1,4,250,82,6,5286,Reseller,1,1,0,5,5,0,4,0,1,6,0,1,0,5,1,0,1,0,1,0,1,1,1,1,0
C4062,60,1,Region 9,Female,7,7,7,1,805,18,7,1,10,180,293,13,12161,Reseller,1,1,1,5,6,6,0,0,0,8,0,1,1,1,2,2,0,1,1,1,1,1,0,1,0
C4063,51,4,Region 5,Female,9,10,10,0,339,12,2,0,10,364,40,2,13763,Reseller,1,0,0,4,4,3,0,1,0,6,1,0,1,1,2,1,1,1,0,0,1,0,1,0,1
C4064,39,6,Region 5,Male,10,6,9,0,537,15,6,0,9,359,68,3,11398,Direct,1,1,0,3,3,0,1,2,0,6,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
C4065,47,5,Region 4,Male,7,10,6,1,455,13,7,4,2,197,299,4,5935,Reseller,1,1,1,0,4,1,0,3,0,8,1,0,1,2,0,0,0,1,1,1,1,0,0,0,0
C4066,58,3,Region 7,Male,6,9,7,0,572,20,10,5,5,320,340,10,13984,Online,1,1,0,0,7,7,0,0,0,7,0,1,0,3,4,1,3,1,1,1,1,1,1,1,0
C4067,40,2,Region 8,Female,7,6,5,1,227,10,3,3,4,173,346,2,5167,Online,1,1,0,4,5,4,1,0,0,10,0,0,1,0,4,3,1,1,1,1,0,1,0,0,1
C4068,43,5,Region 10,Female,5,8,9,0,820,19,0,9,10,357,298,6,8988,Direct,0,1,1,1,3,3,0,0,0,10,1,1,0,2,3,1,2,0,1,1,0,0,0,0,1
C4069,35,4,Region 1,Female,7,5,6,1,814,11,7,2,2,215,231,4,12245,Reseller,1,0,0,0,5,1,0,1,3,10,1,0,1,4,1,0,1,1,0,0,1,1,1,1,0
C4070,43,1,Region 8,Female,7,9,6,1,1224,22,10,4,8,178,212,20,11320,Online,1,0,0,4,6,6,0,0,0,8,0,1,0,5,2,2,0,1,0,1,1,1,1,1,0
C4071,35,3,Region 9,Male,6,8,6,1,666,26,7,9,10,301,197,8,12859,Online,1,0,0,1,6,3,2,0,1,9,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
C4072,51,3,Region 6,Male,6,10,7,1,466,21,9,7,5,22,134,6,12467,Online,1,1,0,4,5,5,0,0,0,5,0,1,0,0,4,1,3,1,0,1,0,0,1,1,1
C4073,32,6,Region 10,Male,5,9,8,0,1558,19,4,5,10,197,297,8,9240,Direct,0,0,1,2,2,2,0,0,0,6,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0
C4074,35,3,Region 6,Female,8,6,9,1,132,17,7,10,0,41,89,0,7099,Direct,1,1,1,1,4,1,1,2,0,10,1,0,0,4,0,0,0,1,0,1,1,0,1,0,0
C4075,39,1,Region 6,Male,9,6,5,0,434,20,10,2,8,344,228,7,7119,Direct,1,1,0,4,6,6,0,0,0,6,0,0,1,3,3,2,1,0,1,1,1,1,1,1,0
C4076,39,2,Region 6,Male,10,8,8,0,510,15,1,6,8,91,113,1,5671,Online,0,1,0,2,3,0,1,0,2,5,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1
C4077,48,4,Region 5,Female,7,9,7,1,278,5,2,1,2,83,286,1,10892,Direct,1,1,0,3,3,0,2,0,1,9,1,0,0,1,2,1,1,1,1,0,0,0,0,0,1
C4078,43,5,Region 1,Male,9,9,10,0,1095,7,5,1,1,128,353,9,14053,Direct,1,1,1,1,3,2,1,0,0,8,1,1,1,2,1,1,0,1,0,0,0,0,1,1,0
C4079,46,6,Region 2,Female,7,6,9,1,1593,13,7,3,3,81,100,21,6460,Reseller,1,1,1,1,6,3,1,1,1,10,1,0,1,5,0,0,0,1,1,1,1,0,1,0,1
C4080,62,1,Region 5,Male,10,9,6,0,222,27,9,8,10,243,20,1,5309,Online,0,1,0,3,4,1,3,0,0,7,0,0,1,3,3,3,0,0,1,1,1,0,0,0,1
C4081,62,4,Region 8,Female,10,6,9,1,1104,17,7,3,7,76,354,3,6071,Online,1,1,0,0,2,1,0,0,1,7,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1
C4082,56,5,Region 4,Male,6,8,9,1,1318,21,4,10,7,90,21,13,13015,Reseller,1,1,0,1,4,1,3,0,0,10,1,1,1,2,3,0,3,0,0,1,1,1,0,1,0
C4083,58,3,Region 5,Female,7,10,10,0,1645,8,0,4,4,116,196,4,10409,Reseller,0,1,0,0,4,0,0,1,3,7,0,1,0,0,5,4,1,0,1,0,1,0,1,0,1
C4084,25,1,Region 1,Male,6,8,6,1,955,6,3,1,2,189,324,7,9886,Reseller,0,1,0,4,4,0,3,0,1,6,0,0,0,3,2,1,1,0,1,0,1,1,0,1,0
C4085,41,2,Region 5,Female,10,8,5,1,1585,23,5,8,10,209,198,8,5173,Reseller,0,0,1,2,2,2,0,0,0,6,1,0,0,1,3,2,1,0,0,1,1,0,0,0,0
C4086,33,1,Region 9,Male,10,8,6,0,197,7,0,1,6,229,297,1,10621,Reseller,0,1,0,0,4,3,0,1,0,7,0,0,0,4,5,3,2,0,1,0,1,1,0,0,1
C4087,29,3,Region 2,Female,6,5,8,0,1205,11,2,3,6,139,256,12,5253,Reseller,1,1,0,1,6,0,3,1,2,6,1,0,1,1,3,0,3,1,0,1,1,1,1,1,0
C4088,38,1,Region 7,Female,10,8,10,0,424,15,4,1,10,238,288,4,9501,Direct,1,1,0,0,4,3,1,0,0,7,1,0,1,3,2,1,1,1,0,1,0,1,1,0,0
C4089,33,3,Region 8,Female,10,8,6,0,52,13,3,4,6,318,240,0,8960,Direct,0,0,1,2,2,2,0,0,0,9,0,0,0,5,1,1,0,0,0,0,1,0,1,0,0
C4090,43,2,Region 10,Male,10,8,8,0,87,23,8,5,10,172,226,0,7238,Online,1,1,0,0,2,1,0,0,1,10,1,1,0,4,1,0,1,0,1,0,0,0,0,0,1
C4091,60,6,Region 9,Male,9,8,8,0,747,13,7,3,3,339,324,8,6441,Reseller,0,0,1,1,4,4,0,0,0,9,0,1,1,2,3,0,3,0,0,1,1,1,0,1,0
C4092,39,6,Region 10,Male,8,7,6,0,1728,14,2,2,10,296,340,23,12251,Online,1,1,0,3,5,2,3,0,0,6,0,1,1,0,3,3,0,1,1,1,1,0,1,0,0
C4093,60,1,Region 2,Female,9,8,10,0,551,13,7,5,1,309,256,5,12839,Direct,0,1,1,2,4,0,1,3,0,9,0,0,1,5,5,2,3,0,1,0,1,1,0,0,1
C4094,59,6,Region 2,Female,10,9,6,1,1375,11,1,2,8,230,118,15,9720,Direct,1,1,1,2,4,4,0,0,0,9,0,1,1,3,1,0,1,1,0,0,1,1,1,0,0
C4095,29,6,Region 1,Male,9,5,8,0,672,6,0,5,1,127,349,4,9116,Direct,0,1,0,0,3,1,0,2,0,9,0,0,1,3,1,1,0,0,1,1,0,0,0,1,0
C4096,40,4,Region 7,Female,7,6,9,1,644,21,9,5,7,255,148,7,7866,Direct,0,1,1,4,4,4,0,0,0,8,1,0,1,2,4,3,1,0,0,0,1,1,1,0,1
C4097,25,2,Region 4,Male,10,9,10,0,1351,15,2,6,7,218,158,11,11584,Direct,0,1,0,2,3,3,0,0,0,8,1,0,1,4,3,1,2,0,0,1,1,0,0,1,0
C4098,63,3,Region 4,Male,8,8,5,0,1008,25,8,8,9,30,34,10,6348,Online,1,0,0,0,4,2,2,0,0,8,0,1,0,2,4,2,2,1,0,1,1,0,0,1,0
C4099,34,4,Region 2,Male,5,8,6,1,372,17,1,7,9,101,53,3,7448,Direct,1,0,0,1,4,3,0,0,1,10,1,1,0,2,4,4,0,1,0,1,0,0,1,0,1
C4100,52,1,Region 3,Male,9,6,8,1,1269,22,7,10,5,278,224,17,5679,Reseller,0,1,1,0,5,5,0,0,0,10,1,0,1,4,5,0,5,0,1,1,0,0,1,1,1
C4101,30,3,Region 2,Female,7,6,8,1,1824,10,1,2,7,263,277,8,14000,Reseller,1,1,1,3,3,1,1,0,1,8,0,1,1,3,3,1,2,1,0,1,0,0,1,0,0
C4102,58,6,Region 10,Female,7,10,9,0,1291,9,2,7,0,280,302,17,11474,Online,1,1,1,4,5,1,0,4,0,7,0,0,0,1,3,1,2,1,1,0,1,1,1,0,0
C4103,56,4,Region 3,Male,7,5,9,0,516,17,8,1,8,157,177,5,13546,Online,1,1,1,4,5,3,0,1,1,7,0,0,0,3,1,0,1,1,1,1,0,0,1,1,0
C4104,64,4,Region 10,Female,6,6,10,1,1061,17,5,10,2,170,192,4,11475,Direct,0,0,0,2,2,1,1,0,0,8,1,1,0,4,1,0,1,0,0,1,1,0,0,0,0
C4105,27,5,Region 6,Male,6,9,6,0,1812,9,7,0,2,261,53,13,6320,Reseller,1,0,1,1,4,2,0,1,1,5,0,1,0,4,3,1,2,1,0,0,1,1,0,1,0
C4106,51,5,Region 4,Male,8,6,6,1,689,21,5,8,8,111,195,13,5849,Online,1,1,0,7,8,7,0,0,1,6,0,1,0,2,1,0,1,1,1,1,1,1,1,1,1
C4107,50,4,Region 1,Male,9,10,6,1,1054,14,9,0,5,28,316,7,11246,Direct,1,1,0,5,5,2,1,0,2,6,1,1,0,5,4,0,4,1,1,0,0,1,1,0,1
C4108,63,6,Region 3,Male,9,9,8,1,84,12,0,5,7,290,187,0,6087,Reseller,1,1,1,4,4,2,2,0,0,10,0,1,0,4,4,3,1,1,0,0,1,1,0,0,1
C4109,52,4,Region 9,Male,5,9,5,0,1103,26,10,10,6,261,66,6,7904,Online,1,0,0,0,4,2,0,0,2,9,0,1,0,5,2,0,2,0,0,0,1,1,1,0,1
C4110,25,5,Region 6,Female,6,7,5,1,1654,10,0,7,3,269,274,12,14149,Online,1,1,1,1,3,1,1,1,0,9,0,0,1,2,3,2,1,1,1,0,0,0,0,0,1
C4111,42,6,Region 2,Female,6,7,8,1,117,11,1,10,0,24,266,1,10694,Direct,1,1,0,0,5,5,0,0,0,9,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0
C4112,42,3,Region 10,Female,9,7,5,1,1397,17,7,7,3,84,345,11,8348,Online,1,1,1,0,3,3,0,0,0,9,1,0,0,3,3,0,3,1,1,0,0,0,1,0,0
C4113,40,4,Region 2,Male,7,10,5,1,519,16,5,8,3,152,55,2,9267,Online,1,1,1,0,2,2,0,0,0,6,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
C4114,44,3,Region 3,Female,10,10,5,0,922,15,5,6,4,119,277,5,9065,Direct,1,1,0,1,2,0,2,0,0,9,1,0,0,5,5,1,4,0,0,1,1,0,0,0,0
C4115,59,6,Region 4,Female,9,6,5,0,193,27,9,10,8,201,76,1,12766,Online,1,1,0,0,4,2,1,0,1,5,1,1,1,3,3,1,2,0,0,0,1,1,1,0,1
C4116,48,3,Region 6,Male,9,8,9,1,165,5,3,1,1,134,167,1,10988,Online,0,1,0,3,5,4,0,1,0,8,0,1,0,3,0,0,0,0,1,0,1,1,0,1,1
C4117,39,2,Region 2,Female,6,10,10,1,1523,20,6,7,7,65,86,4,13813,Reseller,1,0,1,0,2,1,0,0,1,8,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
C4118,39,1,Region 10,Male,6,9,10,0,755,21,10,1,10,204,364,4,12302,Online,1,0,0,3,4,1,0,1,2,9,0,1,0,5,3,3,0,1,0,0,1,1,1,0,0
C4119,41,6,Region 7,Male,5,10,7,1,1657,3,3,0,0,240,322,9,12839,Reseller,0,0,1,1,2,0,2,0,0,5,0,0,1,4,1,0,1,0,0,0,0,1,0,1,0
C4120,26,3,Region 6,Female,10,10,9,1,1494,15,8,1,6,322,252,4,8757,Direct,1,0,0,1,5,0,0,1,4,10,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0
C4121,32,6,Region 3,Female,10,9,8,1,107,16,6,10,0,214,162,0,9865,Direct,1,1,1,0,4,3,0,1,0,9,0,1,0,2,2,2,0,1,0,1,0,1,1,0,0
C4122,61,6,Region 6,Male,9,7,5,1,415,21,9,6,6,183,297,3,14328,Online,1,1,0,1,3,1,1,1,0,10,0,1,1,0,3,1,2,1,1,0,0,0,1,0,0
C4123,51,1,Region 6,Male,8,5,5,1,1377,15,5,10,0,127,265,18,8689,Direct,1,1,0,3,5,5,0,0,0,5,1,1,1,5,0,0,0,1,1,0,1,1,0,0,1
C4124,42,2,Region 4,Female,7,5,6,0,1594,16,2,5,9,121,236,17,11227,Direct,1,1,0,3,5,0,4,0,1,9,1,0,1,5,2,0,2,0,0,0,1,1,1,1,1
C4125,40,6,Region 10,Male,7,8,5,0,1607,6,2,0,4,101,234,8,11596,Reseller,1,1,0,2,2,0,2,0,0,9,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0
C4126,29,5,Region 3,Female,7,7,8,1,1289,22,7,10,5,333,229,20,14720,Direct,1,1,1,5,6,3,2,1,0,10,0,0,0,0,4,1,3,1,1,1,1,1,0,1,0
C4127,38,4,Region 6,Female,9,6,7,0,1499,20,10,3,7,159,129,12,12677,Direct,1,1,1,4,5,0,0,3,2,9,0,0,1,4,0,0,0,1,0,1,0,1,1,0,1
C4128,52,3,Region 9,Female,8,5,6,0,1047,6,2,3,1,105,352,7,10221,Reseller,1,1,0,3,3,2,1,0,0,8,1,0,0,2,4,4,0,1,0,0,1,0,1,0,0
C4129,38,2,Region 6,Female,6,6,5,0,387,17,0,10,7,319,256,2,14207,Direct,1,1,0,2,4,0,0,2,2,8,1,1,0,5,1,1,0,1,1,0,0,1,0,1,0
C4130,65,5,Region 10,Male,7,10,7,0,630,15,3,2,10,253,119,7,6619,Online,1,1,1,4,7,1,0,4,2,5,0,1,0,5,4,4,0,1,1,1,1,1,1,0,1
C4131,51,1,Region 4,Female,5,8,6,1,398,16,8,5,3,311,354,1,11361,Online,1,1,0,3,6,0,0,1,5,5,1,0,1,0,5,1,4,1,1,1,1,1,0,0,1
C4132,29,1,Region 1,Female,7,8,6,1,848,4,1,1,2,32,278,13,13430,Reseller,1,1,0,2,6,0,4,2,0,10,1,0,0,0,5,2,3,0,1,0,1,1,1,1,1
C4133,57,2,Region 9,Female,6,9,8,0,1317,16,6,4,6,311,356,14,8637,Reseller,1,1,0,1,5,2,2,0,1,7,1,0,1,4,1,0,1,1,1,0,1,0,1,1,0
C4134,47,4,Region 5,Female,7,6,8,0,1538,16,1,7,8,335,109,20,6689,Online,1,1,0,3,5,1,1,3,0,9,0,1,1,1,2,1,1,1,1,1,0,0,0,1,1
C4135,50,3,Region 7,Female,10,6,9,0,1603,10,9,1,0,351,263,21,7572,Direct,0,1,1,2,5,5,0,0,0,10,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0
C4136,51,1,Region 2,Male,7,8,7,0,410,23,4,10,9,128,197,2,12946,Direct,1,1,0,0,3,2,0,0,1,5,1,1,0,3,4,0,4,0,1,0,0,1,0,1,0
C4137,57,3,Region 4,Male,5,9,6,1,685,11,3,8,0,356,124,3,14797,Reseller,1,1,0,1,3,2,0,0,1,5,0,1,1,5,2,1,1,1,1,1,0,0,0,0,0
C4138,27,4,Region 8,Female,8,5,10,1,1066,10,4,4,2,297,70,2,9891,Direct,1,0,0,0,1,1,0,0,0,7,1,1,0,3,4,0,4,0,0,0,0,0,1,0,0
C4139,65,1,Region 1,Female,6,9,9,1,1168,12,0,10,2,117,16,16,8392,Online,1,1,0,4,5,5,0,0,0,9,0,0,1,2,2,2,0,1,0,1,1,1,1,0,0
C4140,31,6,Region 5,Female,9,6,7,1,33,19,10,5,4,43,42,0,14685,Direct,1,0,1,1,4,3,1,0,0,10,0,0,0,0,5,3,2,1,0,0,1,0,1,1,0
C4141,33,1,Region 9,Female,8,5,7,1,1088,19,9,1,9,222,316,7,9360,Direct,1,1,0,2,3,2,1,0,0,8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
C4142,40,1,Region 8,Female,5,6,5,0,1098,13,2,1,10,24,97,6,9731,Online,0,0,1,1,2,2,0,0,0,5,0,1,0,5,5,0,5,0,0,1,0,0,0,0,1
C4143,40,6,Region 1,Male,6,9,9,0,1048,13,3,3,7,286,236,13,11066,Reseller,1,1,0,2,5,1,0,4,0,8,0,0,0,3,5,5,0,0,0,1,0,1,1,1,1
C4144,44,1,Region 6,Female,7,5,5,1,374,21,3,9,9,230,266,6,8036,Online,1,1,1,4,6,3,3,0,0,6,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
C4145,29,3,Region 6,Female,5,9,5,0,825,20,10,4,6,33,313,8,6516,Reseller,1,1,0,1,4,0,3,1,0,8,1,1,0,5,0,0,0,1,1,0,0,1,0,0,1
C4146,48,2,Region 4,Female,6,10,7,0,145,13,2,9,2,307,188,2,9412,Direct,1,0,0,0,6,6,0,0,0,9,0,0,1,4,1,1,0,1,0,1,1,1,1,1,0
C4147,50,2,Region 7,Female,10,10,9,1,686,23,10,3,10,266,58,6,11046,Reseller,1,1,1,3,4,3,1,0,0,6,1,0,0,1,4,1,3,1,0,0,1,1,0,1,0
C4148,57,5,Region 1,Male,5,5,5,0,430,19,10,7,2,268,256,2,10644,Reseller,0,0,0,2,2,2,0,0,0,8,0,1,0,5,4,3,1,0,0,1,0,1,0,0,0
C4149,38,2,Region 7,Male,6,9,7,0,1813,5,2,1,2,91,167,9,14519,Direct,0,0,0,2,2,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
C4150,45,5,Region 4,Female,10,8,5,0,355,14,2,2,10,183,79,4,13531,Direct,1,1,1,2,5,5,0,0,0,10,0,0,1,2,5,2,3,0,1,1,0,1,1,1,0
C4151,46,3,Region 5,Male,7,7,9,0,1092,16,6,1,9,21,146,7,9047,Direct,1,1,0,3,3,1,0,2,0,8,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1
C4152,54,3,Region 4,Male,7,10,7,0,312,14,5,4,5,306,23,3,12551,Direct,1,0,0,4,4,4,0,0,0,7,1,1,0,2,5,1,4,1,0,1,1,0,1,0,0
C4153,41,4,Region 9,Female,10,10,5,0,424,16,5,2,9,136,175,3,5137,Online,0,0,0,2,3,0,3,0,0,5,1,0,1,4,0,0,0,0,0,0,0,1,1,1,0
C4154,40,1,Region 6,Female,9,7,9,1,106,14,6,0,8,98,195,1,5544,Reseller,1,1,1,0,6,4,1,1,0,5,0,0,0,0,3,0,3,1,1,1,1,1,0,1,0
C4155,45,4,Region 1,Female,7,10,9,1,981,11,4,4,3,82,223,7,7102,Direct,1,1,0,1,6,2,1,0,3,6,0,1,1,0,5,1,4,1,0,1,1,1,1,1,0
C4156,44,5,Region 1,Female,10,5,6,0,404,17,1,10,6,263,30,2,7244,Reseller,1,1,1,1,2,2,0,0,0,6,1,1,0,0,4,1,3,1,1,0,0,0,0,0,0
C4157,29,6,Region 6,Male,6,7,10,1,374,9,1,4,4,353,34,4,9523,Online,1,1,0,2,5,1,3,0,1,10,0,0,0,5,1,0,1,0,1,1,1,0,0,1,1
C4158,63,6,Region 7,Female,10,8,8,0,531,14,4,6,4,83,252,1,8528,Reseller,1,1,1,3,3,1,0,0,2,6,1,0,0,5,1,1,0,0,0,0,1,1,0,1,0
C4159,34,4,Region 3,Male,8,5,8,0,319,17,8,4,5,202,169,3,6033,Online,1,1,1,3,6,1,4,1,0,5,1,1,1,1,2,0,2,1,1,1,1,0,1,0,1
C4160,27,6,Region 1,Female,7,10,8,0,1248,12,7,1,4,107,177,13,12743,Direct,1,1,0,2,4,1,3,0,0,6,1,0,1,2,4,2,2,1,1,1,1,0,0,0,0
C4161,57,5,Region 9,Female,7,10,6,1,1588,23,10,4,9,50,259,12,5011,Reseller,1,1,0,2,3,1,2,0,0,9,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0
C4162,34,2,Region 10,Male,6,6,5,1,511,16,2,10,4,228,340,6,7123,Direct,1,1,0,1,6,0,4,1,1,5,1,0,0,1,2,0,2,1,1,1,0,1,0,1,1
C4163,47,2,Region 8,Male,8,6,5,1,1220,5,2,3,0,84,121,13,13610,Direct,1,1,1,3,5,0,4,0,1,9,1,1,0,1,5,3,2,1,1,1,0,1,0,1,0
C4164,25,6,Region 8,Male,10,7,5,0,1249,16,6,9,1,226,215,13,9840,Reseller,0,1,0,0,4,1,3,0,0,10,0,0,0,4,4,4,0,0,1,0,0,0,1,1,1
